Jugador,Nacionalidad,Posicion,Equipo,Competicion,Edad,Nacimiento,Partidos,Titular,Minutos,Goles+Asistencias,Glsxx,Goles,Disparos,Disparos_porteria,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,AvgShotDistance,Tiros_falta,Penaltis,Penaltis_intentados,xG,xG_sin_penal,npxG/Sh,G-xG,npG-xG,Pases_completados,Pases_intentados,Pct_pases,TotalPassDist,ProgPassDist,ShortPassCmp,ShortPassAtt,ShortPassCmp%,MedPassCmp,MedPassAtt,MedPassCmp%,LongPassCmp,LongPassAtt,LongPassCmp%,Asistencias,xAG,xA,A-xAG,Pases_clave,Pases_ultimo_tercio,Pases_area,CrsPenAreaCmp,Pases_progresivos,LivePass,DeadPass,FKPasses,Pases_filtrados,Cambios_orientacion,Centros,ThrowIn,Corners,Corner_cerrado,Corner_abierto,Corner_recto,Cmpxxx,Pases_a_fuera_de_juego,Pases_bloqueados,Acc_llevan_a_tiro,SCA90,SCAPassLive,SCAPassDead,SCADrib,Disparo_mas_disparo,Faltas_recib_mas_disparo,Acc_defensivas_mas_disparo,Acc_llevan_a_gol,GCA90,GCAPassLive,GCAPassDead,GCADrib,GCASh,GCAFld,GCADef,Entradas,Entradas_canadas,Def3rdTkl,Mid3rdTkl,Att3rdTkl,DrbTkl,DrbPastAtt,DrbTkl%,DrbPast,Bloqueos,Bloqueos_cisparo,PassBlocks,Intercepciones,Entradas+Intercepciones,Despejes,Err,Toques,DefPenTouch,Def3rdTouch,Mid3rdTouch,Att3rdTouch,AttPenTouch,LiveTouch,Regates_intentados,Regates_exitosos,DrbSucc%,TimesTackled,TimesTackled%,Conducciones,TotalCarryDistance,ProgCarryDistance,Conducciones_progresivas,CarriesToFinalThird,CarriesToPenArea,CarryMistakes,Disposesed,ReceivedPass,ProgPassesRec,Tarjetas_amarillas,Tarjetas_rojas,Segunda_amarilla,Faltas,Faltas_cometidas,Fueras_de_juego,Penal_provocado,Penal_cometido,Goles_pp,Recov,Duelos_aereos_ganados,Duelos_aereos_perdidos,Pct_duelos_aereos,Goles_recibidos,Goles_recibidos_90min,Disparos_recibidos_porteria,Paradas,Pct_paradas,W,D,L,Porterías_cero,CS%,PKsFaced,PKA,PKsv,PKm,PKGA,FKGA,CKGA,OGA,PSxG,PSxG/SoT,PSxG+/-,PSxG+/- /90,LaunchCmp,LaunchAtt,LaunchPassCmp%,Att (GK),PassThr,PassesLaunch%,AvgLenLaunch,GoalKicksAtt,GoalKicksLaunch%,AvgLen,OppCrs,StpCrs,CrsStp%,Acciones_fuera_area,#OPA/90,AvgDistOPA,90s,G+APer90,GlsxxPer90,GoalsPer90,ShotsPer90,SoTPer90,SoT%Per90,Sh/90Per90,SoT/90Per90,G/ShPer90,G/SoTPer90,AvgShotDistancePer90,FKShotsPer90,PKPer90,PKattPer90,xGPer90,npxGPer90,npxG/ShPer90,G-xGPer90,npG-xGPer90,PassesCompletedPer90,PassesAttemptedPer90,TotCmp%Per90,TotalPassDistPer90,ProgPassDistPer90,ShortPassCmpPer90,ShortPassAttPer90,ShortPassCmp%Per90,MedPassCmpPer90,MedPassAttPer90,MedPassCmp%Per90,LongPassCmpPer90,LongPassAttPer90,LongPassCmp%Per90,AssistsPer90,xAGPer90,xAPer90,A-xAGPer90,KeyPassesPer90,Final1/3CmpPer90,PenAreaCmpPer90,CrsPenAreaCmpPer90,ProgPassesPer90,LivePassPer90,DeadPassPer90,FKPassesPer90,ThruBallsPer90,SwitchesPer90,CrsPer90,ThrowInPer90,CKPer90,InSwingCKPer90,OutSwingCKPer90,StrCKPer90,CmpxxxPer90,PassesToOffPer90,PassesBlockedPer90,SCAPer90,SCA90Per90,SCAPassLivePer90,SCAPassDeadPer90,SCADribPer90,SCAShPer90,SCAFldPer90,SCADefPer90,GCAPer90,GCA90Per90,GCAPassLivePer90,GCAPassDeadPer90,GCADribPer90,GCAShPer90,GCAFldPer90,GCADefPer90,TklPer90,TklWinPossPer90,Def3rdTklPer90,Mid3rdTklPer90,Att3rdTklPer90,DrbTklPer90,DrbPastAttPer90,DrbTkl%Per90,DrbPastPer90,BlocksPer90,ShBlocksPer90,PassBlocksPer90,IntPer90,Tkl+IntPer90,ClrPer90,ErrPer90,TouchesPer90,DefPenTouchPer90,Def3rdTouchPer90,Mid3rdTouchPer90,Att3rdTouchPer90,AttPenTouchPer90,LiveTouchPer90,AttDrbPer90,SuccDrbPer90,DrbSucc%Per90,TimesTackledPer90,TimesTackled%Per90,CarriesPer90,TotalCarryDistancePer90,ProgCarryDistancePer90,ProgCarriesPer90,CarriesToFinalThirdPer90,CarriesToPenAreaPer90,CarryMistakesPer90,DisposesedPer90,ReceivedPassPer90,ProgPassesRecPer90,YellowsPer90,RedsPer90,Yellow2Per90,FlsPer90,FldPer90,OffPer90,PKwonPer90,PKconPer90,OGPer90,RecovPer90,AerialWinsPer90,AerialLossPer90,AerialWin%Per90,GAPer90,GA90Per90,SoTAPer90,SavesPer90,Save%Per90,WPer90,DPer90,LPer90,CSPer90,CS%Per90,PKsFacedPer90,PKAPer90,PKsvPer90,PKmPer90,PKGAPer90,FKGAPer90,CKGAPer90,OGAPer90,PSxGPer90,PSxG/SoTPer90,PSxG+/-Per90,PSxG+/- /90Per90,LaunchCmpPer90,LaunchAttPer90,LaunchPassCmp%Per90,Att (GK)Per90,PassThrPer90,PassesLaunch%Per90,AvgLenLaunchPer90,GoalKicksAttPer90,GoalKicksLaunch%Per90,AvgLenPer90,OppCrsPer90,StpCrsPer90,CrsStp%Per90,#OPAPer90,#OPA/90Per90,AvgDistOPAPer90,90sPer90,Posesion_media_equipo,OppTouches,TeamMins,TeamTouches90,pAdj_Entradas+Intercepciones_90min,pAdjClrPer90,pAdjShBlocksPer90,pAdjPassBlocksPer90,pAdj_Intercepciones_90min,pAdjDrbTklPer90,pAdjTklWinPossPer90,pAdjDrbPastPer90,pAdjAerialWinsPer90,pAdjAerialLossPer90,pAdjDrbPastAttPer90,Centralidad_Toques,Tkl+IntPer600OppTouch,pAdjTouchesPer90,CarriesPer50Touches,ProgCarriesPer50Touches,ProgPassesPer50CmpPasses,pAdj#OPAPer90,Posicion_princ,Posicion_2
Aaron Ramsdale,ENG,GK,Southampton,Premier League,26,1998,30,30,2700.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,774,1223,63.3,21949,16992,209,210,99.5,302,313,96.5,257,686,37.5,0,0.0,0.1,0.0,0,36,1,0,0,918,298,108,0,4,0,0,0,0,0,0,774,7,1,3,0.1,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,3,0,0,0,2,2,10,3,1314,946,1286,32,0,0,1314,0,0,0.0,0,0.0,786,4017,2349,0,0,0,3,0,702,0,2,0,0,1,4,0,0,0,0,23,6,0,100.0,66.0,2.2,188.0,120.0,67.6,2.0,5.0,23.0,3.0,10.0,7.0,5.0,2.0,0.0,5.0,0.0,10.0,0.0,63.5,0.32,-2.5,-0.08,196.0,605.0,32.4,1026.0,129.0,44.6,36.0,190.0,77.4,55.9,457.0,25.0,5.5,20.0,0.67,11.7,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,40.77,2.11,731.63,566.4,6.97,7.0,3.32,10.07,10.43,3.22,8.57,22.87,1.25,0.0,0.0,0.0,0.0,0.0,1.2,0.03,0.0,0.0,30.6,9.93,3.6,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,25.8,0.23,0.03,0.1,0.0,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.07,0.07,0.33,0.1,43.8,31.53,42.87,1.07,0.0,0.0,43.8,0.0,0.0,0.0,0.0,0.0,26.2,133.9,78.3,0.0,0.0,0.0,0.1,0.0,23.4,0.0,0.07,0.0,0.0,0.03,0.13,0.0,0.0,0.0,0.0,0.77,0.2,0.0,3.33,2.2,0.07,6.27,4.0,2.25,0.07,0.17,0.77,0.1,0.33,0.23,0.17,0.07,0.0,0.17,0.0,0.33,0.0,2.12,0.01,-0.08,-0.0,6.53,20.17,1.08,34.2,4.3,1.49,1.2,6.33,2.58,1.86,15.23,0.83,0.18,0.67,0.02,0.39,30.0,48.5,23778,3420,599.37,0.06,0.32,0.0,0.0,0.06,0.0,0.0,0.1,0.19,0.0,0.1,7.31,0.06,45.15,29.91,0.0,0.0,0.65,Goalkeeper,Goalkeeper
Adrian Rodriguez,ESP,GK,Alaves,La Liga,23,2000,2,1,122.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,19,50,38.0,1160,1084,1,1,100.0,0,0,0.0,18,48,37.5,0,0.0,0.0,0.0,0,1,0,0,0,13,37,13,0,0,0,0,0,0,0,0,19,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,1,58,45,55,3,0,0,58,0,0,0.0,0,0.0,19,135,61,0,0,0,0,0,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0.0,2.0,1.48,6.0,4.0,83.3,0.0,1.0,0.0,1.0,100.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,0.13,-0.5,-0.36,18.0,48.0,37.5,26.0,0.0,92.3,56.3,24.0,100.0,67.4,33.0,0.0,0.0,0.0,0.0,9.8,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.02,36.89,28.03,855.74,799.67,0.74,0.74,73.77,0.0,0.0,0.0,13.28,35.41,27.66,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,9.59,27.3,9.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.02,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.74,0.0,0.0,0.0,0.0,0.0,2.21,0.74,42.79,33.2,40.57,2.21,0.0,0.0,42.79,0.0,0.0,0.0,0.0,0.0,14.02,99.59,45.0,0.0,0.0,0.0,0.0,0.0,2.95,0.0,0.74,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,1.09,4.43,2.95,61.45,0.0,0.74,0.0,0.74,73.77,0.74,0.74,0.0,0.0,0.74,0.0,0.0,0.0,1.11,0.1,-0.37,-0.27,13.28,35.41,27.66,19.18,0.0,68.09,41.53,17.7,73.77,49.72,24.34,0.0,0.0,0.0,0.0,7.23,1.36,45.3,22689,3420,501.84,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.67,8.53,0.0,47.23,16.38,0.0,0.0,0.0,Goalkeeper,Goalkeeper
Adrián,ESP,GK,Betis,La Liga,37,1987,19,19,1710.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,474,619,76.6,12206,8309,74,76,97.4,265,268,98.9,134,269,49.8,0,0.0,0.0,0.0,0,4,0,0,0,453,163,54,0,0,0,0,0,0,0,0,474,3,4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,14,3,658,568,657,1,0,0,658,0,0,0.0,0,0.0,390,1788,1161,0,0,0,1,0,299,0,3,0,0,0,4,0,0,0,0,20,2,1,66.7,27.0,1.42,76.0,49.0,65.8,10.0,5.0,4.0,3.0,15.8,1.0,1.0,0.0,0.0,1.0,2.0,5.0,0.0,26.0,0.33,-1.0,-0.05,58.0,178.0,32.6,507.0,91.0,28.0,31.2,109.0,33.0,33.8,257.0,14.0,5.4,16.0,0.84,11.7,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.95,32.58,4.03,642.42,437.32,3.89,4.0,5.13,13.95,14.11,5.21,7.05,14.16,2.62,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,23.84,8.58,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.95,0.16,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.74,0.16,34.63,29.89,34.58,0.05,0.0,0.0,34.63,0.0,0.0,0.0,0.0,0.0,20.53,94.11,61.11,0.0,0.0,0.0,0.05,0.0,15.74,0.0,0.16,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,1.05,0.11,0.05,3.51,1.42,0.07,4.0,2.58,3.46,0.53,0.26,0.21,0.16,0.83,0.05,0.05,0.0,0.0,0.05,0.11,0.26,0.0,1.37,0.02,-0.05,-0.0,3.05,9.37,1.72,26.68,4.79,1.47,1.64,5.74,1.74,1.78,13.53,0.74,0.28,0.84,0.04,0.62,19.0,52.4,22048,3420,628.18,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.17,0.11,0.06,0.17,5.51,0.0,33.05,29.64,0.0,0.0,0.88,Goalkeeper,Goalkeeper
Aitor Fernández,ESP,GK,Osasuna,La Liga,33,1991,1,1,90.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,29,45,64.4,1243,1147,0,0,0.0,10,10,100.0,19,35,54.3,0,0.0,0.0,0.0,0,1,0,0,0,27,18,7,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,50,45,50,0,0,0,50,0,0,0.0,0,0.0,27,146,105,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,5.0,5.0,100.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.23,1.2,1.15,19.0,35.0,54.3,34.0,4.0,70.6,44.4,11.0,100.0,59.9,14.0,1.0,7.1,1.0,1.0,10.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,45.0,64.4,1243.0,1147.0,0.0,0.0,0.0,10.0,10.0,100.0,19.0,35.0,54.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,50.0,45.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,27.0,146.0,105.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,100.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.23,1.2,1.15,19.0,35.0,54.3,34.0,4.0,70.6,44.4,11.0,100.0,59.9,14.0,1.0,7.1,1.0,1.0,10.6,1.0,46.1,23180,3420,527.26,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.48,0.0,54.23,27.0,0.0,0.0,0.93,Goalkeeper,Goalkeeper
Alban Lafont,FRA,GK,Nantes,Ligue 1,25,1999,12,12,1080.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,256,367,69.8,7058,5292,41,41,100.0,147,147,100.0,68,177,38.4,0,0.0,0.0,0.0,2,10,0,0,0,278,88,31,0,1,0,0,0,0,0,0,256,1,1,2,0.17,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,2,0,2,0,1,8,1,408,334,401,7,0,0,408,0,0,0.0,0,0.0,228,1065,545,0,0,0,0,0,212,0,1,0,0,0,0,0,0,0,0,11,5,0,100.0,19.0,1.58,49.0,32.0,67.3,2.0,4.0,6.0,2.0,16.7,3.0,3.0,0.0,0.0,3.0,0.0,2.0,2.0,16.8,0.3,-0.2,-0.02,40.0,143.0,28.0,309.0,56.0,34.0,34.9,57.0,66.7,51.1,200.0,16.0,8.0,6.0,0.5,10.6,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.33,30.58,5.82,588.17,441.0,3.42,3.42,8.33,12.25,12.25,8.33,5.67,14.75,3.2,0.0,0.0,0.0,0.0,0.17,0.83,0.0,0.0,0.0,23.17,7.33,2.58,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,21.33,0.08,0.08,0.17,0.01,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.08,0.0,0.0,0.08,0.08,8.33,0.0,0.17,0.0,0.17,0.0,0.08,0.67,0.08,34.0,27.83,33.42,0.58,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,19.0,88.75,45.42,0.0,0.0,0.0,0.0,0.0,17.67,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.42,0.0,8.33,1.58,0.13,4.08,2.67,5.61,0.17,0.33,0.5,0.17,1.39,0.25,0.25,0.0,0.0,0.25,0.0,0.17,0.17,1.4,0.02,-0.02,-0.0,3.33,11.92,2.33,25.75,4.67,2.83,2.91,4.75,5.56,4.26,16.67,1.33,0.67,0.5,0.04,0.88,12.0,40.4,24836,3060,525.71,0.07,0.56,0.0,0.14,0.0,0.07,0.07,0.0,0.35,0.0,0.07,6.47,0.07,42.08,27.94,0.0,0.0,0.42,Goalkeeper,Goalkeeper
Alberto Paleari,ITA,GK,Torino,Serie A,31,1992,1,1,90.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,28,32,87.5,826,650,10,10,100.0,6,6,100.0,12,16,75.0,0,0.0,0.0,0.0,0,0,0,0,0,23,9,3,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,37,29,37,0,0,0,37,0,0,0.0,0,0.0,23,111,65,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,2,0,0,0.0,3.0,3.0,7.0,4.0,57.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.32,-0.8,-0.77,8.0,12.0,66.7,26.0,5.0,34.6,31.0,6.0,50.0,42.0,12.0,0.0,0.0,5.0,5.0,27.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,32.0,87.5,826.0,650.0,10.0,10.0,100.0,6.0,6.0,100.0,12.0,16.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,37.0,29.0,37.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,23.0,111.0,65.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,7.0,4.0,57.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.32,-0.8,-0.77,8.0,12.0,66.7,26.0,5.0,34.6,31.0,6.0,50.0,42.0,12.0,0.0,0.0,5.0,5.0,27.3,1.0,47.5,22649,3420,544.66,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.79,0.0,38.95,31.08,0.0,0.0,4.76,Goalkeeper,Goalkeeper
Alen Sherri,ALB,GK,Cagliari,Serie A,26,1997,7,7,621.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,163,225,72.4,4097,2916,40,40,100.0,79,80,98.8,43,104,41.3,0,0.0,0.0,0.0,1,2,0,0,0,152,73,16,0,0,0,0,0,0,0,0,163,0,0,2,0.29,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,1,0,244,212,242,3,0,0,244,0,0,0.0,0,0.0,137,609,299,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,15,0,0,0.0,11.0,1.59,31.0,20.0,64.5,1.0,2.0,4.0,1.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,0.35,-0.1,-0.02,29.0,84.0,34.5,168.0,22.0,35.7,32.2,57.0,42.1,37.0,85.0,4.0,4.7,5.0,0.72,11.1,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.62,32.61,10.49,593.77,422.61,5.8,5.8,14.49,11.45,11.59,14.32,6.23,15.07,5.99,0.0,0.0,0.0,0.0,0.14,0.29,0.0,0.0,0.0,22.03,10.58,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.62,0.0,0.0,0.29,0.04,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.14,0.29,7.25,0.14,0.0,0.0,0.0,0.14,0.29,0.14,0.0,35.36,30.72,35.07,0.43,0.0,0.0,35.36,0.0,0.0,0.0,0.0,0.0,19.86,88.26,43.33,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,0.0,1.59,0.23,4.49,2.9,9.35,0.14,0.29,0.58,0.14,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.05,-0.01,-0.0,4.2,12.17,5.0,24.35,3.19,5.17,4.67,8.26,6.1,5.36,12.32,0.58,0.68,0.72,0.1,1.61,6.9,44.9,23820,3420,521.11,0.26,0.13,0.0,0.0,0.13,0.13,0.13,0.13,0.0,0.0,0.26,6.79,0.28,39.38,28.07,0.0,0.0,0.66,Goalkeeper,Goalkeeper
Alex McCarthy,ENG,GK,Southampton,Premier League,34,1989,5,5,450.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,117,156,75.0,2823,1985,41,43,95.3,45,49,91.8,30,61,49.2,0,0.0,0.0,0.0,0,5,0,0,0,126,29,6,0,1,0,0,0,0,0,0,117,1,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,4,173,141,173,0,0,0,173,0,0,0.0,0,0.0,100,452,276,0,0,0,0,0,88,0,0,0,0,0,1,0,0,0,0,4,2,0,100.0,13.0,2.6,37.0,24.0,70.3,0.0,0.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,12.6,0.29,-0.4,-0.07,24.0,52.0,46.2,132.0,29.0,33.3,29.5,23.0,34.8,30.7,74.0,8.0,10.8,0.0,0.0,6.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,31.2,15.0,564.6,397.0,8.2,8.6,19.06,9.0,9.8,18.36,6.0,12.2,9.84,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.2,5.8,1.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,23.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,34.6,28.2,34.6,0.0,0.0,0.0,34.6,0.0,0.0,0.0,0.0,0.0,20.0,90.4,55.2,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.4,0.0,20.0,2.6,0.52,7.4,4.8,14.06,0.0,0.0,1.0,0.0,0.0,0.4,0.4,0.0,0.0,0.4,0.0,0.2,0.0,2.52,0.06,-0.08,-0.01,4.8,10.4,9.24,26.4,5.8,6.66,5.9,4.6,6.96,6.14,14.8,1.6,2.16,0.0,0.0,1.3,5.0,48.5,23778,3420,599.37,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,5.77,0.0,35.67,28.9,0.0,0.0,0.0,Goalkeeper,Goalkeeper
