Jornada,Partido,Nombre,Dorsal,Nacionalidad,Posicion,Edad,Min,Gls,Asist,Penaltis,Penaltis_int,Disp.,Disp_a_puerta,Tarj_am,Tarj_rj,Num_toques,Entradas,Intercep.,Bloqueos,xG,xG_sin_penal,xAG,Acc_creacion_tiro,Acc_creacion_gol,Pases_compl,Pases_int,%_pases,Pases_progr,Veces_control,Conducc_progr,Acosos_int,Exito_acosos,Dist_tt_pases,Dist_progr_pases,Pases_cort_cmp,Pases_cort_int,%_cortos,Pases_med_cmp,Pases_med_int,%_medios,Pases_lrg_cmp,Pases_lrg_int,%_largos,xA,Pases_clave,Pases_ult_tercio,Pases_area,Centros,Pases_prof,Pases_en_vivo,Pases_balon_parado,Saques_falta,Pases_lrg,Cambio_orient,Pases_cruzad,Pases_lanz.,Saques_córner,Entradas_gan,Ent_prim_terc,Ent_seg_terc,Ent_ult_terc,DF_acosos,Exit_acosos,%_acosos,Acosos_perd,Bloq_tiro,Bloq_pase,Tkls+intercp,Despejes,Error_+_tiro,Toq_prop_area,Toq_prim_terc,Toq_seg_terc,Toq_ult_terc,Toq_area_riv,Dist_tt_traslado,Dist_tt_prog,Conducc_ult_terc,Conducc_area_riv,Perd_control,Perdida,Pases_recib,Pases_recib_prof,Faltas_com,Faltas_recib,Fueras_de_juego,Penal_recib,Penal_comet,Gol_recib,Recuperac,Duelos_aereos_gan,Duelos_aereos_perd,%_duelos_aereos
20,LEG-ATM,Ángel Correa,10,ARG,RW,29,26,0,0,0,0,2,1,0,0,11,0,0,0,0.3,0.3,0.0,2,0,7,9,77.8,0,5,0,0,0,107,48,4,5,80.0,2,2,100.0,1,2,50.0,0.1,1,0,0,0,0,7,2,0,0,0,2,0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,10,3,20,7,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0.0
20,LEG-ATM,Javi Galán,21,ESP,LB,30,78,0,0,0,0,0,0,1,0,63,1,0,0,0.0,0.0,0.0,0,0,47,58,81.0,6,44,5,5,2,656,217,28,32,87.5,13,16,81.3,3,4,75.0,0.0,0,0,1,0,6,49,8,3,0,0,7,5,0,1,0,1,0,0,1,0.0,1,0,0,1,1,0,1,8,19,37,1,244,128,4,1,1,0,47,15,1,1,0,0,0,0,3,1,1,50.0
20,LEG-ATM,Adrian Niño,32,ESP,FW,20,12,0,0,0,0,2,0,0,0,2,0,0,0,0.2,0.2,0.0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.0
20,LEG-ATM,Clément Lenglet,15,FRA,CB,29,90,0,0,0,0,1,0,1,0,68,0,2,0,0.0,0.0,0.0,0,0,56,61,91.8,7,51,1,0,0,1171,473,12,13,92.3,34,37,91.9,10,11,90.9,0.0,0,5,0,0,7,59,2,1,0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,2,3,0,5,25,39,4,1,363,298,0,0,0,0,57,0,1,0,0,0,0,0,3,1,3,25.0
20,LEG-ATM,Robin Le Normand,24,ESP,CB,28,90,0,0,0,0,1,0,0,0,73,0,1,2,0.0,0.0,0.2,2,0,52,64,81.3,3,42,1,0,0,762,262,29,35,82.9,20,24,83.3,1,3,33.3,0.3,1,8,1,0,3,64,0,0,0,1,1,0,0,0,0,0,0,0,2,0.0,2,1,1,1,2,1,4,35,33,5,1,186,91,0,0,0,0,46,1,1,1,0,0,0,0,6,6,3,66.7
20,LEG-ATM,Nahuel Molina,16,ARG,RB,26,59,0,0,0,0,0,0,0,0,46,1,1,2,0.0,0.0,0.2,2,0,31,38,81.6,2,24,2,0,0,422,174,20,22,90.9,8,10,80.0,2,4,50.0,0.2,1,2,2,0,2,33,5,1,0,0,0,4,0,0,0,1,0,1,1,100.0,0,0,2,2,3,0,2,15,21,10,2,90,39,1,0,1,0,29,4,0,0,0,0,0,0,0,1,0,100.0
20,LEG-ATM,Marcos Llorente,14,ESP,RB,29,31,0,0,0,0,0,0,0,0,21,0,0,1,0.0,0.0,0.0,1,0,19,21,90.5,2,15,0,0,0,293,73,11,12,91.7,6,6,100.0,1,2,50.0,0.0,0,0,1,1,2,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,3,5,14,1,74,34,0,0,0,0,17,5,0,0,0,0,0,0,3,0,0,0.0
20,LEG-ATM,Jan Oblak,13,SVN,GK,32,90,0,0,0,0,0,0,0,0,18,0,0,0,0.0,0.0,0.0,0,0,15,16,93.8,0,4,0,0,0,318,191,5,5,100.0,7,7,100.0,3,4,75.0,0.0,0,0,0,0,0,9,7,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,18,0,0,0,45,33,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0
21,VIL-ATM,Julián Álvarez,19,ARG,FW,24,90,0,0,0,0,5,3,1,0,57,1,0,1,0.3,0.3,0.0,5,1,33,46,71.7,9,42,5,3,3,510,183,17,20,85.0,13,15,86.7,1,4,25.0,0.7,1,7,4,0,9,43,3,1,0,1,5,0,2,1,0,1,0,0,1,0.0,1,0,1,1,0,0,0,1,20,37,5,200,104,2,2,2,1,43,12,2,0,0,0,0,0,3,0,0,0.0
21,VIL-ATM,Ángel Correa,10,ARG,FW,29,58,0,0,0,0,3,1,0,0,20,1,0,1,0.1,0.1,0.0,3,0,7,9,77.8,1,12,2,1,0,120,11,4,5,80.0,2,3,66.7,1,1,100.0,0.0,1,1,0,0,1,7,2,0,0,1,1,0,0,1,0,0,1,1,2,50.0,1,0,1,1,1,0,1,3,4,13,9,55,22,0,0,3,3,12,6,0,0,0,0,0,0,1,0,2,0.0
21,VIL-ATM,Antoine Griezmann,7,FRA,AM,33,32,0,0,0,0,2,0,0,0,14,1,0,0,0.3,0.3,0.0,4,0,10,10,100.0,2,10,0,0,0,192,47,5,5,100.0,3,3,100.0,2,2,100.0,0.1,1,1,0,0,2,9,1,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0,0,0,1,0,0,0,0,3,11,5,46,29,1,0,0,1,12,2,0,1,0,0,0,0,0,2,1,66.7
21,VIL-ATM,Conor Gallagher,4,ENG,LM,24,45,0,0,0,0,1,0,0,0,47,1,0,1,0.0,0.0,0.0,1,0,37,40,92.5,4,34,0,4,2,448,92,26,26,100.0,9,10,90.0,0,0,0.0,0.0,1,0,1,0,4,37,3,1,0,0,0,2,0,1,0,0,1,1,2,50.0,1,0,1,1,1,0,0,5,34,8,0,146,57,1,0,1,1,38,3,2,3,0,0,0,0,4,0,1,0.0
21,VIL-ATM,Rodrigo De Paul,5,ARG,CM,30,45,0,0,0,0,2,1,1,0,60,2,0,1,0.1,0.1,0.3,7,0,40,54,74.1,10,47,5,1,1,572,207,26,27,96.3,10,14,71.4,3,8,37.5,0.5,4,5,4,2,10,48,6,3,1,0,5,1,2,1,0,0,2,0,0,0.0,0,0,1,2,0,0,0,0,27,34,1,297,203,2,0,1,1,45,1,1,1,0,0,0,0,4,0,0,0.0
21,VIL-ATM,Koke,6,ESP,CM,33,70,0,0,0,0,0,0,0,0,67,1,2,1,0.0,0.0,0.0,4,0,59,64,92.2,5,52,1,0,0,943,306,26,28,92.9,27,30,90.0,4,4,100.0,0.1,0,6,1,1,5,61,3,3,0,0,1,0,0,0,0,1,0,0,1,0.0,1,0,1,3,1,1,1,7,53,9,0,203,78,1,0,0,1,56,0,1,0,0,0,0,0,3,0,0,0.0
21,VIL-ATM,Marcos Llorente,14,ESP,RW,29,20,0,0,0,0,0,0,0,0,11,0,1,0,0.0,0.0,0.0,1,0,6,9,66.7,0,8,2,1,1,77,6,5,5,100.0,1,1,100.0,0,0,0.0,0.0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,2,3,2,8,2,48,38,1,0,0,0,7,4,0,0,0,0,0,0,1,1,0,100.0
21,VIL-ATM,Pablo Barrios,8,ESP,CM,21,90,0,0,0,0,2,1,0,0,66,0,0,1,0.0,0.0,0.1,5,1,46,56,82.1,8,47,1,3,2,643,184,29,34,85.3,13,15,86.7,3,3,100.0,0.1,2,7,1,0,8,55,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,2,0,2,8,32,27,4,213,114,3,1,1,2,47,9,1,0,0,0,0,0,10,2,1,66.7
21,VIL-ATM,Giuliano Simeone,22,ARG,RM,22,45,0,0,0,0,0,0,0,0,25,1,1,0,0.0,0.0,0.0,0,0,14,22,63.6,1,16,3,2,2,134,33,13,15,86.7,1,4,25.0,0,1,0.0,0.0,0,0,0,0,1,22,0,0,0,0,2,0,0,1,0,0,1,0,0,0.0,0,0,0,2,0,0,0,1,15,10,1,98,53,1,1,1,0,16,6,0,0,0,0,0,0,2,0,0,0.0
21,VIL-ATM,César Azpilicueta,3,ESP,CB,35,45,0,0,0,0,1,0,0,0,36,0,0,1,0.0,0.0,0.0,0,0,29,32,90.6,3,19,0,1,1,391,105,19,20,95.0,10,12,83.3,0,0,0.0,0.0,0,2,0,0,3,29,3,0,0,0,0,3,0,0,0,0,0,0,2,0.0,2,0,1,0,2,0,4,7,18,11,0,69,39,0,0,0,0,22,2,0,0,0,0,0,0,2,0,1,0.0
21,VIL-ATM,Reinildo Mandava,23,MOZ,LB,31,45,0,0,0,0,0,0,0,0,51,0,1,0,0.0,0.0,0.0,0,0,44,47,93.6,3,40,1,1,0,668,179,24,25,96.0,20,21,95.2,0,1,0.0,0.0,0,2,0,0,3,42,5,1,0,0,1,4,0,0,0,0,0,0,0,0.0,0,0,0,1,2,0,3,13,31,7,1,153,75,1,0,0,0,40,2,1,3,0,0,1,0,4,0,1,0.0
21,VIL-ATM,Samuel Lino,12,BRA,LW,25,45,1,0,0,0,3,2,0,0,32,0,0,0,0.9,0.9,0.0,2,0,22,28,78.6,4,25,2,0,0,334,84,13,16,81.3,7,8,87.5,1,2,50.0,0.1,1,3,1,0,4,27,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,4,11,18,5,127,80,0,2,0,2,28,6,0,2,0,0,0,0,3,1,0,100.0
21,VIL-ATM,Robin Le Normand,24,ESP,CB,28,90,0,0,0,0,0,0,1,0,67,2,1,1,0.0,0.0,0.0,0,0,57,60,95.0,0,50,0,0,0,1011,262,20,20,100.0,31,33,93.9,5,5,100.0,0.0,0,2,0,0,0,58,2,2,0,0,0,0,0,0,1,1,0,1,2,50.0,1,0,1,3,2,0,3,29,38,0,0,230,93,0,0,0,0,52,0,2,2,0,0,0,0,2,1,1,50.0
21,VIL-ATM,Axel Witsel,20,BEL,CB,36,90,0,0,0,0,0,0,0,0,61,1,3,2,0.0,0.0,0.0,0,0,47,49,95.9,2,43,0,0,0,913,277,13,14,92.9,27,28,96.4,6,6,100.0,0.0,0,1,0,0,2,49,0,0,0,0,0,0,0,1,0,1,0,1,1,100.0,0,1,1,4,3,0,6,25,36,0,0,254,123,1,1,1,0,43,0,0,0,0,0,0,0,2,1,3,25.0
21,VIL-ATM,Nahuel Molina,16,ARG,RB,26,90,0,0,0,0,1,0,0,0,94,4,1,0,0.0,0.0,0.0,3,0,68,81,84.0,9,64,1,4,0,919,353,41,44,93.2,25,30,83.3,1,2,50.0,0.1,1,6,3,1,9,73,8,0,0,0,4,8,0,1,1,3,0,3,3,100.0,0,0,0,5,0,0,1,16,53,25,2,301,172,2,0,2,0,65,8,0,0,0,0,0,0,3,0,0,0.0
21,VIL-ATM,Jan Oblak,13,SVN,GK,32,90,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,0,0,18,21,85.7,0,9,0,0,0,393,230,1,1,100.0,14,14,100.0,2,5,40.0,0.0,0,0,0,0,0,10,11,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,22,22,0,0,0,41,14,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0.0
22,MAL-ATM,Julián Álvarez,19,ARG,FW,25,60,0,0,0,0,1,0,0,0,48,2,0,1,0.0,0.0,0.5,4,0,31,39,79.5,6,28,3,5,4,471,117,17,19,89.5,10,11,90.9,2,7,28.6,0.6,3,1,1,0,6,31,8,0,1,0,5,0,7,2,0,0,2,1,4,25.0,3,0,1,2,0,0,0,4,14,30,1,215,81,2,1,3,0,32,6,0,0,0,0,0,0,2,0,0,0.0
22,MAL-ATM,Antoine Griezmann,7,FRA,FW,33,30,1,0,0,0,1,1,0,0,13,0,0,0,0.0,0.0,0.0,2,0,7,10,70.0,2,5,1,0,0,174,76,3,3,100.0,1,2,50.0,3,5,60.0,0.0,1,3,0,0,2,5,5,2,0,1,2,0,3,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,2,4,7,0,27,20,1,0,1,0,6,0,0,1,1,0,0,0,0,0,1,0.0
22,MAL-ATM,Alexander Sørloth,9,NOR,FW,29,90,0,0,0,0,3,1,0,0,33,1,0,0,0.4,0.4,0.0,0,0,10,20,50.0,0,13,1,1,0,107,17,7,13,53.8,2,3,66.7,0,0,0.0,0.0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,1,1,100.0,0,0,0,1,2,0,2,4,15,14,6,71,27,1,0,3,0,23,4,2,1,0,0,0,0,2,5,3,62.5
22,MAL-ATM,Samuel Lino,12,BRA,LM,25,80,1,0,0,0,2,1,0,0,59,0,1,1,0.1,0.1,0.0,3,0,34,50,68.0,5,37,4,1,1,525,109,17,20,85.0,13,20,65.0,3,5,60.0,0.0,1,2,1,0,5,50,0,0,0,0,5,0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,0,2,12,22,25,4,196,113,2,2,0,1,49,12,1,2,0,0,0,0,4,1,1,50.0
22,MAL-ATM,Rodrigo Riquelme,17,ESP,LM,24,10,0,1,0,0,1,0,0,0,4,0,0,0,0.1,0.1,0.0,1,1,3,3,100.0,0,2,0,0,0,41,8,2,2,100.0,1,1,100.0,0,0,0.0,0.0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0
22,MAL-ATM,Koke,6,ESP,CM,33,72,0,0,0,0,1,1,0,0,69,1,0,0,0.0,0.0,0.1,7,0,59,64,92.2,12,38,1,0,0,1077,376,30,30,100.0,18,18,100.0,9,13,69.2,0.1,2,8,2,0,12,60,4,2,0,1,2,2,0,1,0,1,0,0,0,0.0,0,0,0,1,2,0,2,11,38,20,0,197,106,1,0,0,1,49,1,0,0,0,0,0,0,5,0,0,0.0
22,MAL-ATM,Ángel Correa,10,ARG,RM,29,18,0,0,0,0,0,0,0,0,6,0,0,1,0.0,0.0,0.0,1,0,4,5,80.0,1,6,1,0,0,47,24,3,3,100.0,1,1,100.0,0,1,0.0,0.0,0,1,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1,0,1,0,0,0,0,2,2,2,0,35,29,0,0,0,0,4,2,1,1,0,0,0,0,2,0,0,0.0
22,MAL-ATM,Pablo Barrios,8,ESP,CM,21,90,0,0,0,0,4,0,0,0,64,1,0,1,0.1,0.1,0.0,3,0,43,54,79.6,4,37,1,2,2,656,137,22,25,88.0,16,17,94.1,4,8,50.0,0.0,1,7,1,0,4,53,1,1,0,0,2,0,0,0,1,0,0,1,1,100.0,0,0,1,1,2,0,0,12,29,24,1,167,77,0,0,2,1,50,6,0,2,0,0,0,0,5,0,2,0.0
22,MAL-ATM,Giuliano Simeone,22,ARG,RM,22,60,0,1,0,0,2,1,0,0,36,1,0,1,0.4,0.4,0.1,3,1,21,27,77.8,4,22,2,0,0,283,101,11,14,78.6,7,8,87.5,0,0,0.0,0.1,1,3,1,0,4,26,1,0,0,0,1,1,0,0,0,0,1,1,1,100.0,0,0,1,1,1,0,0,4,11,22,5,119,68,2,1,3,0,27,8,0,1,0,0,0,0,5,0,0,0.0
22,MAL-ATM,Conor Gallagher,4,ENG,CM,24,30,0,0,0,0,0,0,1,0,13,2,0,1,0.0,0.0,0.0,1,0,11,11,100.0,1,9,3,0,0,155,24,6,6,100.0,5,5,100.0,0,0,0.0,0.0,0,1,0,0,1,10,1,1,0,0,0,0,0,2,1,1,0,1,1,100.0,0,1,0,2,0,0,0,4,8,2,0,90,63,1,0,1,0,8,0,1,1,0,0,0,0,3,0,0,0.0
22,MAL-ATM,Reinildo Mandava,23,MOZ,LB,31,90,0,0,0,0,0,0,0,0,69,1,1,2,0.0,0.0,0.0,0,0,50,59,84.7,2,39,2,6,0,671,275,35,37,94.6,14,16,87.5,1,2,50.0,0.0,0,2,0,0,2,47,12,2,0,0,2,10,0,1,1,0,0,0,0,0.0,0,2,0,2,1,0,4,19,37,13,3,175,83,1,2,0,0,49,4,0,2,0,0,0,0,2,1,2,33.3
22,MAL-ATM,Clément Lenglet,15,FRA,CB,29,90,0,0,0,0,0,0,0,0,48,0,0,2,0.0,0.0,0.0,0,0,40,43,93.0,2,31,0,0,0,915,424,10,10,100.0,23,24,95.8,7,9,77.8,0.0,0,2,0,0,2,42,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,2,0,8,31,17,0,0,161,81,0,0,1,0,34,0,0,0,0,0,0,0,3,0,2,0.0
22,MAL-ATM,Robin Le Normand,24,ESP,CB,28,90,0,0,0,0,0,0,1,0,54,0,2,3,0.0,0.0,0.3,2,0,34,39,87.2,3,31,0,0,0,661,199,11,13,84.6,20,21,95.2,3,5,60.0,0.6,1,1,0,0,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,2,2,6,0,5,27,22,5,4,123,70,0,0,2,0,32,1,3,1,1,0,0,0,3,3,5,37.5
22,MAL-ATM,Marcos Llorente,14,ESP,RB,30,80,0,0,0,0,2,0,0,0,64,1,1,1,0.1,0.1,0.1,2,0,51,57,89.5,6,45,4,2,1,891,340,24,25,96.0,21,21,100.0,6,9,66.7,0.1,2,3,3,1,6,50,7,1,0,0,4,6,0,1,1,0,0,1,3,33.3,2,0,1,2,2,0,2,24,17,23,3,259,128,3,1,1,0,43,4,0,1,0,0,0,0,8,1,1,50.0
22,MAL-ATM,Nahuel Molina,16,ARG,RB,26,10,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,1,0,4,7,57.1,0,2,0,0,0,123,82,1,1,100.0,1,3,33.3,2,3,66.7,0.0,0,0,1,1,0,5,2,1,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,2,0,1,4,4,2,0,2,1,0,0,1,0,2,0,1,1,0,0,0,0,1,0,0,0.0
22,MAL-ATM,Jan Oblak,13,SVN,GK,32,90,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,1,0,15,21,71.4,0,9,0,0,0,473,360,4,4,100.0,4,4,100.0,7,13,53.8,0.0,0,0,0,0,0,11,10,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,19,21,1,0,0,34,20,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.0
23,EL -ATM,Julián Álvarez,19,ARG,FW,25,80,1,0,1,1,1,0,0,0,23,1,0,0,1.0,0.2,0.3,4,0,14,19,73.7,0,16,2,2,2,160,30,10,12,83.3,3,4,75.0,0,2,0.0,0.3,3,0,1,1,0,18,1,0,1,0,2,0,1,1,0,0,1,1,1,100.0,0,0,0,1,0,0,0,4,7,13,5,90,45,1,1,0,5,21,2,1,0,0,0,0,0,0,0,1,0.0
23,EL -ATM,Alexander Sørloth,9,NOR,FW,29,10,0,0,0,0,0,0,1,0,3,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,1,2,0,0,0,35,6,0,0,0.0,2,2,100.0,0,0,0.0,0.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,1,1,1,0,7,2,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,100.0
23,EL -ATM,Antoine Griezmann,7,FRA,FW,33,90,0,0,0,0,2,0,0,0,47,0,0,0,0.2,0.2,0.0,2,0,37,42,88.1,1,27,2,0,0,568,133,22,25,88.0,8,10,80.0,5,5,100.0,0.0,1,2,0,0,1,39,3,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,15,23,10,1,118,74,1,0,1,0,33,1,0,2,0,0,0,0,6,0,0,0.0
23,EL -ATM,Samuel Lino,12,BRA,LM,25,63,0,0,0,0,2,0,0,0,39,3,1,3,0.1,0.1,0.0,2,1,22,25,88.0,1,20,5,0,0,297,62,15,15,100.0,6,7,85.7,1,2,50.0,0.0,1,1,0,0,1,24,1,1,0,1,0,0,0,3,3,0,0,3,7,42.9,4,1,2,4,2,0,2,16,15,10,1,170,117,2,1,2,1,26,2,0,2,0,1,0,0,3,0,1,0.0
23,EL -ATM,Koke,6,ESP,CM,33,27,0,0,0,0,0,0,0,0,26,0,0,1,0.0,0.0,0.0,0,0,21,23,91.3,0,17,0,0,0,328,115,11,11,100.0,9,10,90.0,1,2,50.0,0.0,0,2,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,0,0,0,0,1,15,10,1,0,51,28,0,0,0,0,22,0,1,0,0,0,0,0,1,0,0,0.0
23,EL -ATM,Pablo Barrios,8,ESP,CM,21,90,0,0,0,0,1,0,0,0,70,3,2,0,0.0,0.0,0.0,1,0,55,61,90.2,3,39,2,1,1,816,174,29,31,93.5,18,19,94.7,5,5,100.0,0.0,0,4,0,0,3,59,2,2,0,0,1,0,0,2,3,0,0,2,3,66.7,1,0,0,5,0,1,1,26,34,10,0,190,94,1,0,1,2,49,0,2,2,0,0,0,0,5,0,0,0.0
23,EL -ATM,Rodrigo De Paul,5,ARG,CM,30,76,0,0,0,0,0,0,0,0,57,0,0,1,0.0,0.0,0.2,2,0,46,52,88.5,4,42,7,0,0,812,218,22,22,100.0,18,21,85.7,5,6,83.3,0.2,1,4,2,0,4,49,3,3,1,1,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,2,14,32,12,1,267,205,5,1,1,0,49,3,1,1,0,0,0,0,3,0,0,0.0
23,EL -ATM,Ángel Correa,10,ARG,CM,29,14,0,0,0,0,0,0,0,0,11,0,0,1,0.0,0.0,0.0,1,0,8,8,100.0,2,9,1,1,0,113,35,5,5,100.0,2,2,100.0,1,1,100.0,0.0,0,2,1,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,1,0,0,0,0,1,5,5,0,40,27,0,0,0,1,10,1,1,0,1,0,0,0,0,0,0,0.0
23,EL -ATM,Giuliano Simeone,22,ARG,RM,22,63,0,0,0,0,1,0,0,0,32,0,1,0,0.1,0.1,0.0,2,0,18,24,75.0,0,17,0,1,0,190,57,13,14,92.9,3,3,100.0,0,1,0.0,0.0,1,0,0,0,0,23,1,0,0,0,1,1,0,0,0,0,0,0,1,0.0,1,0,0,1,0,0,0,5,15,12,2,48,14,0,0,2,0,29,4,2,3,0,0,0,0,1,1,1,50.0
23,EL -ATM,Nahuel Molina,16,ARG,RB,26,27,0,0,0,0,1,0,0,0,22,1,0,1,0.0,0.0,0.0,0,0,10,16,62.5,1,10,3,0,0,210,95,4,4,100.0,4,6,66.7,2,4,50.0,0.0,0,1,1,0,1,13,3,1,0,1,2,2,0,1,0,1,0,1,2,50.0,1,1,0,1,1,0,2,12,6,4,0,119,94,0,0,1,0,14,0,0,1,0,0,0,0,0,0,0,0.0
23,EL -ATM,Javi Galán,21,ESP,LB,30,63,0,0,0,0,1,0,1,0,36,5,2,0,0.0,0.0,0.0,2,1,23,25,92.0,0,18,1,0,0,408,100,12,12,100.0,9,10,90.0,2,2,100.0,0.0,0,1,1,1,0,24,1,0,0,0,1,1,0,2,5,0,0,4,5,80.0,1,0,0,7,3,0,6,17,10,9,1,95,60,0,1,0,0,21,3,2,0,0,0,0,0,2,0,0,0.0
23,EL -ATM,Reinildo Mandava,23,MOZ,LB,31,27,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,0,0,11,13,84.6,0,8,1,0,0,163,34,9,9,100.0,1,2,50.0,1,2,50.0,0.0,0,0,0,0,0,11,2,0,0,0,1,2,0,0,0,0,0,0,0,0.0,0,0,0,0,2,0,5,10,4,1,0,28,20,1,0,0,0,10,0,1,0,0,0,0,0,1,0,0,0.0
23,EL -ATM,Clément Lenglet,15,FRA,CB,29,90,0,0,0,0,0,0,1,0,60,2,1,3,0.0,0.0,0.0,0,0,37,43,86.0,5,34,1,0,0,814,317,12,13,92.3,18,18,100.0,7,12,58.3,0.0,0,3,0,0,5,43,0,0,0,1,0,0,0,2,1,1,0,1,2,50.0,1,2,1,3,8,0,17,39,21,0,0,160,97,0,0,1,1,41,0,1,0,0,0,0,0,1,0,3,0.0
23,EL -ATM,José María Giménez,2,URU,CB,30,90,0,0,0,0,0,0,0,0,51,1,1,2,0.0,0.0,0.0,0,0,39,40,97.5,0,28,0,1,1,776,329,13,13,100.0,20,20,100.0,6,7,85.7,0.0,0,1,0,0,0,37,3,3,0,1,0,0,0,0,1,0,0,1,4,25.0,3,1,1,2,6,0,16,36,16,0,0,80,39,0,0,0,0,34,0,0,0,0,0,0,0,3,0,0,0.0
23,EL -ATM,Marcos Llorente,14,ESP,RB,30,90,0,0,0,0,0,0,0,0,62,4,1,0,0.0,0.0,0.0,1,0,45,56,80.4,4,34,3,0,0,678,350,24,26,92.3,17,19,89.5,3,7,42.9,0.0,1,4,0,0,4,43,12,1,0,1,1,11,0,2,4,0,0,3,6,50.0,3,0,0,5,3,0,5,24,20,19,5,126,74,0,2,1,1,37,6,0,2,0,0,0,0,7,0,2,0.0
23,EL -ATM,Jan Oblak,13,SVN,GK,32,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,20,27,74.1,0,17,0,0,0,569,403,1,1,100.0,11,11,100.0,8,15,53.3,0.0,0,0,0,0,0,15,12,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,30,31,0,0,0,91,82,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0.0
24,CEL-ATM,Julián Álvarez,19,ARG,FW,25,90,0,0,0,0,1,0,0,0,46,2,0,0,0.0,0.0,0.0,1,0,21,34,61.8,0,22,0,2,0,312,41,12,17,70.6,8,9,88.9,1,4,25.0,0.0,0,0,0,0,0,30,4,1,0,0,3,1,0,2,1,1,0,1,1,100.0,0,0,0,2,1,0,1,9,23,14,2,114,21,0,0,1,2,20,5,0,0,0,0,0,0,3,0,2,0.0
24,CEL-ATM,Antoine Griezmann,7,FRA,LM,33,77,0,0,0,0,0,0,0,0,34,2,0,0,0.0,0.0,0.0,1,0,19,29,65.5,2,20,0,0,0,323,130,11,12,91.7,5,12,41.7,2,3,66.7,0.0,0,5,0,0,2,26,3,1,0,0,2,0,2,1,1,1,0,1,2,50.0,1,0,0,2,1,0,1,6,18,10,0,83,17,1,0,1,1,24,0,0,0,1,0,0,0,1,3,2,60.0
24,CEL-ATM,Alexander Sørloth,9,NOR,FW,29,13,1,0,0,0,2,1,0,0,10,0,0,0,0.2,0.2,0.0,1,1,3,7,42.9,1,5,1,1,1,37,13,3,6,50.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,1,6,3,2,14,11,0,1,0,1,8,1,0,0,0,0,0,0,0,5,1,83.3
