Jornada,Partido,Nombre,Dorsal,Nacionalidad,Posicion,Edad,Min,Gls,Asist,Penaltis,Penaltis_int,Disp.,Disp_a_puerta,Tarj_am,Tarj_rj,Num_toques,Entradas,Intercep.,Bloqueos,xG,xG_sin_penal,xAG,Acc_creacion_tiro,Acc_creacion_gol,Pases_compl,Pases_int,%_pases,Pases_progr,Veces_control,Conducc_progr,Acosos_int,Exito_acosos,Dist_tt_pases,Dist_progr_pases,Pases_cort_cmp,Pases_cort_int,%_cortos,Pases_med_cmp,Pases_med_int,%_medios,Pases_lrg_cmp,Pases_lrg_int,%_largos,xA,Pases_clave,Pases_ult_tercio,Pases_area,Centros,Pases_prof,Pases_en_vivo,Pases_balon_parado,Saques_falta,Pases_lrg,Cambio_orient,Pases_cruzad,Pases_lanz.,Saques_córner,Entradas_gan,Ent_prim_terc,Ent_seg_terc,Ent_ult_terc,DF_acosos,Exit_acosos,%_acosos,Acosos_perd,Bloq_tiro,Bloq_pase,Tkls+intercp,Despejes,Error_+_tiro,Toq_prop_area,Toq_prim_terc,Toq_seg_terc,Toq_ult_terc,Toq_area_riv,Dist_tt_traslado,Dist_tt_prog,Conducc_ult_terc,Conducc_area_riv,Perd_control,Perdida,Pases_recib,Pases_recib_prof,Faltas_com,Faltas_recib,Fueras_de_juego,Penal_recib,Penal_comet,Gol_recib,Recuperac,Duelos_aereos_gan,Duelos_aereos_perd,%_duelos_aereos
16,SEV-ATM,Clément Lenglet,15,FRA,CB,29,78,0,0,0,0,0,0,0,0,92,1,1,0,0.0,0.0,0.0,2,1,75,86,87.2,9,67,1,0,0,1415,557,27,30,90.0,43,47,91.5,5,7,71.4,0.0,0,2,0,0,9,83,2,2,0,0,0,0,0,0,1,0,0,1,1,100.0,0,0,0,2,4,0,5,28,62,3,0,373,206,1,0,0,0,68,0,0,1,0,0,0,0,8,1,0,100.0
16,SEV-ATM,Axel Witsel,20,BEL,CB,35,12,0,0,0,0,0,0,0,0,15,1,0,0,0.0,0.0,0.0,0,0,8,13,61.5,0,8,0,0,0,156,71,4,7,57.1,3,5,60.0,1,1,100.0,0.0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,1,0,0,1,1,100.0,0,0,0,1,0,0,1,8,7,0,0,46,26,0,0,0,0,7,0,0,0,0,0,0,0,3,2,0,100.0
16,SEV-ATM,José María Giménez,2,URU,CB,29,90,0,0,0,0,0,0,0,0,87,4,2,1,0.0,0.0,0.0,0,0,75,80,93.8,3,62,0,0,0,1349,391,24,25,96.0,43,44,97.7,7,10,70.0,0.0,0,2,0,0,3,77,3,2,0,0,0,1,0,3,4,0,0,2,2,100.0,0,0,1,6,3,0,5,35,47,5,0,236,76,0,0,0,0,65,0,0,1,0,0,0,0,5,2,0,100.0
16,SEV-ATM,Marcos Llorente,14,ESP,RB,29,90,0,0,0,0,0,0,0,0,104,3,1,1,0.0,0.0,0.3,3,0,83,94,88.3,6,66,12,0,0,1228,301,40,45,88.9,33,35,94.3,3,5,60.0,0.5,3,6,2,2,6,83,11,0,0,0,5,11,0,1,2,1,0,0,0,0.0,0,0,1,4,3,0,3,20,56,29,3,372,235,3,2,0,1,73,5,1,1,0,0,0,0,6,2,0,100.0
16,SEV-ATM,Jan Oblak,13,SVN,GK,31,90,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,0,0,11,15,73.3,0,10,0,0,0,282,177,0,0,0.0,8,8,100.0,3,7,42.9,0.0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,12,15,0,0,0,61,30,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0.0
17,GET-ATM,Julián Álvarez,19,ARG,FW,24,90,0,0,0,0,1,1,0,0,47,1,0,0,0.1,0.1,0.1,3,0,30,37,81.1,4,24,5,3,2,419,116,17,20,85.0,7,10,70.0,3,4,75.0,0.2,1,1,3,1,4,34,3,0,1,0,3,1,2,0,0,0,1,0,2,0.0,2,0,0,1,1,0,1,5,14,31,1,144,102,5,1,5,3,36,1,0,0,0,0,0,0,3,0,0,0.0
17,GET-ATM,Antoine Griezmann,7,FRA,FW,33,62,0,0,0,0,0,0,0,0,44,1,0,0,0.0,0.0,0.0,3,0,32,41,78.0,4,21,2,2,1,541,183,18,20,90.0,9,12,75.0,4,7,57.1,0.1,0,6,2,1,4,33,8,1,0,1,8,1,6,1,1,0,0,0,0,0.0,0,0,0,1,0,1,0,5,22,17,0,85,63,0,0,0,0,32,5,0,0,1,0,0,0,4,0,0,0.0
17,GET-ATM,Koke,6,ESP,CM,32,28,0,0,0,0,0,0,1,0,16,0,1,0,0.0,0.0,0.0,0,0,10,13,76.9,0,10,0,1,1,123,61,7,8,87.5,3,4,75.0,0,1,0.0,0.0,0,1,0,0,0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,1,4,9,3,0,34,10,0,0,0,0,9,0,1,0,0,0,0,0,1,1,1,50.0
17,GET-ATM,Samuel Lino,12,BRA,LM,24,45,0,0,0,0,2,0,0,0,36,0,0,1,0.6,0.6,0.1,2,0,23,26,88.5,1,21,2,5,0,293,42,14,16,87.5,6,6,100.0,1,1,100.0,0.0,2,0,0,0,1,23,3,0,0,0,1,3,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,5,15,17,3,176,77,0,0,1,0,25,6,1,3,0,0,0,0,4,0,0,0.0
17,GET-ATM,Alexander Sørloth,9,NOR,FW,29,45,1,0,0,0,1,1,0,0,21,1,0,2,0.0,0.0,0.0,0,0,8,13,61.5,1,11,0,2,1,132,24,5,8,62.5,2,4,50.0,1,1,100.0,0.0,0,1,0,0,1,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,2,1,2,0,2,2,6,13,2,62,19,1,0,1,1,15,1,0,2,0,0,0,0,0,2,2,50.0
17,GET-ATM,Pablo Barrios,8,ESP,CM,21,85,0,0,0,0,2,0,0,0,68,0,2,0,0.1,0.1,0.0,1,0,51,58,87.9,4,44,0,2,0,737,162,27,29,93.1,23,25,92.0,0,2,0.0,0.0,0,1,0,0,4,56,2,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,2,3,0,1,14,40,14,1,193,74,1,0,1,0,51,1,1,0,0,0,0,0,4,0,0,0.0
17,GET-ATM,Robin Le Normand,24,ESP,CB,28,5,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
17,GET-ATM,Rodrigo De Paul,5,ARG,CM,30,90,0,0,0,0,1,0,1,0,81,1,0,2,0.2,0.2,0.3,4,1,54,73,74.0,13,54,0,2,2,1087,391,20,23,87.0,24,29,82.8,10,18,55.6,0.3,1,8,2,0,13,67,5,3,3,1,2,1,0,1,1,0,0,0,2,0.0,2,0,2,1,1,0,0,12,48,22,1,226,107,1,0,1,1,59,3,4,1,0,0,0,0,7,0,0,0.0
17,GET-ATM,Giuliano Simeone,22,ARG,RM,21,54,0,0,0,0,1,0,0,0,35,0,1,2,0.5,0.5,0.5,3,0,20,30,66.7,4,22,0,1,0,256,103,14,16,87.5,5,8,62.5,0,1,0.0,0.4,2,3,1,1,4,30,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0,0,2,1,0,0,0,6,13,16,3,96,40,0,0,0,3,27,8,0,1,0,0,0,0,5,1,3,25.0
17,GET-ATM,Ángel Correa,10,ARG,RM,29,36,0,0,0,0,1,1,1,0,16,1,1,0,0.1,0.1,0.0,0,0,5,6,83.3,0,5,0,2,0,28,10,3,4,75.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,1,0,0,2,1,0,0,5,4,7,1,9,3,0,0,2,0,7,1,1,1,0,0,0,0,5,0,0,0.0
17,GET-ATM,Javi Galán,21,ESP,LB,30,90,0,0,0,0,0,0,0,0,76,8,2,0,0.0,0.0,0.5,1,0,44,52,84.6,1,41,0,6,2,632,150,23,24,95.8,15,19,78.9,2,3,66.7,0.4,1,1,1,1,1,39,13,1,0,0,2,12,0,5,3,4,1,2,2,100.0,0,0,0,10,3,0,4,21,38,17,1,192,102,0,0,2,1,39,5,0,5,0,0,0,0,4,2,2,50.0
17,GET-ATM,Clément Lenglet,15,FRA,CB,29,90,0,0,0,0,1,0,0,0,83,3,1,2,0.0,0.0,0.0,1,0,57,69,82.6,3,49,0,0,0,1131,493,21,22,95.5,29,32,90.6,7,13,53.8,0.0,0,5,0,0,3,66,3,3,0,2,0,0,0,2,3,0,0,0,0,0.0,0,2,0,4,4,0,5,48,31,4,2,240,139,2,0,1,0,56,0,1,0,0,0,0,0,2,5,2,71.4
17,GET-ATM,José María Giménez,2,URU,CB,29,90,0,0,0,0,0,0,0,0,69,3,0,2,0.0,0.0,0.0,0,0,52,59,88.1,5,40,1,1,1,1029,378,15,16,93.8,30,34,88.2,6,8,75.0,0.0,0,1,0,0,5,54,5,4,0,2,0,1,0,2,2,1,0,2,2,100.0,0,1,1,3,6,0,8,35,33,1,1,246,157,0,0,0,0,41,1,3,0,0,0,0,0,5,6,4,60.0
17,GET-ATM,Marcos Llorente,14,ESP,RB,29,55,0,0,0,0,1,0,0,0,42,3,2,0,0.0,0.0,0.0,1,0,27,34,79.4,2,27,3,1,1,368,56,16,16,100.0,9,15,60.0,1,1,100.0,0.0,0,2,0,0,2,28,6,0,0,0,4,6,0,3,2,1,0,2,2,100.0,0,0,0,5,1,0,1,12,17,13,1,106,54,1,1,2,0,25,8,1,0,0,0,0,0,4,1,0,100.0
17,GET-ATM,Nahuel Molina,16,ARG,RB,26,35,0,1,0,0,0,0,0,0,17,2,1,0,0.0,0.0,0.0,1,1,7,12,58.3,0,7,1,2,2,158,62,2,4,50.0,4,6,66.7,1,2,50.0,0.0,1,0,1,1,0,7,5,0,0,0,2,5,0,1,1,1,0,2,2,100.0,0,0,0,3,1,0,1,8,5,5,0,45,21,0,0,0,0,6,2,0,0,0,0,0,0,0,0,2,0.0
17,GET-ATM,Jan Oblak,13,SVN,GK,31,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,20,27,74.1,0,14,0,0,0,457,276,3,3,100.0,11,11,100.0,5,12,41.7,0.0,0,0,0,0,0,19,8,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,25,27,0,0,0,56,36,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0.0
18,BAR-ATM,Julián Álvarez,19,ARG,FW,24,90,0,0,0,0,1,0,0,0,32,1,0,2,0.0,0.0,0.2,1,0,13,23,56.5,3,19,4,3,1,262,107,4,6,66.7,5,10,50.0,4,6,66.7,0.0,1,2,1,0,3,23,0,0,0,0,0,0,0,1,0,1,0,0,2,0.0,2,0,2,1,1,0,1,10,16,7,1,146,81,3,2,3,2,21,6,1,0,3,0,0,0,7,3,1,75.0
18,BAR-ATM,Antoine Griezmann,7,FRA,FW,33,72,0,0,0,0,0,0,0,0,37,3,0,0,0.0,0.0,0.0,1,1,18,30,60.0,2,14,1,2,1,310,86,9,11,81.8,8,14,57.1,1,4,25.0,0.0,0,1,0,0,2,24,6,1,1,0,4,0,3,2,1,2,0,1,1,100.0,0,0,0,3,1,0,2,10,18,9,1,98,24,2,0,0,0,23,2,1,0,0,0,0,0,1,1,2,33.3
18,BAR-ATM,Alexander Sørloth,9,NOR,FW,29,18,1,0,0,0,1,1,0,0,15,0,0,0,0.5,0.5,0.0,0,0,3,7,42.9,0,10,3,4,3,49,14,1,2,50.0,2,3,66.7,0,0,0.0,0.0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,5,6,5,2,107,73,1,0,2,3,11,0,1,0,0,0,0,0,2,3,0,100.0
18,BAR-ATM,Conor Gallagher,4,ENG,LM,24,61,0,0,0,0,0,0,0,0,35,3,0,2,0.0,0.0,0.0,0,0,16,25,64.0,1,18,1,2,0,306,94,8,9,88.9,6,8,75.0,2,4,50.0,0.0,0,2,0,0,1,24,0,0,0,1,0,0,0,3,1,1,1,2,5,40.0,3,1,1,3,2,0,3,12,19,4,0,43,19,0,0,1,0,20,2,0,0,0,0,0,0,6,1,1,50.0
18,BAR-ATM,Koke,6,ESP,CM,32,29,0,0,0,0,0,0,0,0,17,3,1,1,0.0,0.0,0.0,0,0,4,6,66.7,0,4,0,1,1,37,2,4,4,100.0,0,0,0.0,0,1,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,2,1,0,2,2,100.0,0,0,1,4,3,0,2,11,5,1,0,24,8,0,0,2,0,3,0,1,0,0,0,0,0,3,1,0,100.0
18,BAR-ATM,Pablo Barrios,8,ESP,CM,21,90,0,0,0,0,1,1,0,0,54,3,4,0,0.2,0.2,0.0,1,0,37,41,90.2,3,20,0,2,2,678,139,10,11,90.9,22,25,88.0,3,3,100.0,0.0,0,2,0,0,3,41,0,0,0,1,0,0,0,3,1,2,0,1,2,50.0,1,0,0,7,4,0,6,28,23,3,1,65,12,0,0,2,0,31,1,0,1,0,0,0,0,4,0,0,0.0
18,BAR-ATM,Rodrigo De Paul,5,ARG,CM,30,90,1,0,0,0,1,1,0,0,54,2,1,1,0.1,0.1,0.0,3,2,41,50,82.0,5,33,1,0,0,727,221,19,21,90.5,15,18,83.3,6,8,75.0,0.0,0,5,1,0,5,47,2,2,0,0,0,0,0,1,2,0,0,1,2,50.0,1,0,1,3,0,0,3,14,31,9,0,114,58,1,0,0,1,41,1,0,1,0,0,0,0,5,0,0,0.0
18,BAR-ATM,Giuliano Simeone,22,ARG,RM,22,61,0,0,0,0,0,0,0,0,33,0,1,0,0.0,0.0,0.0,0,0,16,24,66.7,1,16,2,2,0,184,54,10,13,76.9,4,7,57.1,0,1,0.0,0.0,0,2,0,0,1,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1,0,0,1,1,0,2,10,12,11,0,79,41,2,0,2,0,23,4,0,1,0,0,0,0,3,1,1,50.0
18,BAR-ATM,Nahuel Molina,16,ARG,RB,26,29,0,1,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.5,1,1,4,4,100.0,0,4,1,1,0,73,35,2,2,100.0,1,1,100.0,1,1,100.0,0.1,1,0,1,1,0,3,1,0,0,0,1,1,0,0,0,0,0,0,2,0.0,2,0,0,0,2,0,3,5,2,2,0,18,5,0,0,1,0,5,2,1,0,0,0,0,0,0,0,1,0.0
18,BAR-ATM,Javi Galán,21,ESP,LB,30,90,0,0,0,0,0,0,0,0,61,3,0,1,0.0,0.0,0.0,0,0,42,50,84.0,3,38,3,5,2,611,213,26,29,89.7,10,14,71.4,3,4,75.0,0.1,0,1,1,1,3,40,10,1,0,0,2,9,0,1,3,0,0,1,4,25.0,3,1,0,3,1,0,5,28,29,4,0,291,194,0,0,0,2,37,1,0,2,1,0,0,0,6,1,0,100.0
18,BAR-ATM,Clément Lenglet,15,FRA,CB,29,90,0,0,0,0,1,1,0,0,67,2,2,2,0.0,0.0,0.0,1,0,44,51,86.3,0,26,0,0,0,959,477,11,13,84.6,26,29,89.7,7,9,77.8,0.0,0,1,0,0,0,47,4,4,0,0,0,0,0,0,2,0,0,0,0,0.0,0,1,1,4,8,0,20,53,13,1,0,120,47,0,0,1,0,41,0,0,2,0,0,0,0,5,1,0,100.0
18,BAR-ATM,José María Giménez,2,URU,CB,29,51,0,0,0,0,0,0,1,0,31,0,0,0,0.0,0.0,0.0,0,0,23,27,85.2,0,22,0,0,0,525,152,3,4,75.0,18,19,94.7,2,3,66.7,0.0,0,0,0,0,0,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,0,8,22,9,0,0,98,50,0,0,0,0,23,0,1,1,0,0,0,0,1,1,1,50.0
18,BAR-ATM,Axel Witsel,20,BEL,CB,35,39,0,0,0,0,0,0,1,0,22,1,0,4,0.0,0.0,0.0,0,0,9,12,75.0,0,7,0,0,0,177,54,2,3,66.7,7,8,87.5,0,1,0.0,0.0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,2,2,1,5,0,9,19,3,0,0,28,16,0,0,0,0,9,0,1,1,0,0,0,0,0,0,0,0.0
18,BAR-ATM,Marcos Llorente,14,ESP,RB,29,72,0,0,0,0,0,0,0,0,53,1,0,3,0.0,0.0,0.0,0,0,37,45,82.2,1,27,1,1,0,510,191,24,28,85.7,9,10,90.0,2,3,66.7,0.0,0,0,0,0,1,37,7,0,0,0,1,7,0,1,0,0,1,1,1,100.0,0,0,3,1,3,0,3,25,23,5,0,154,101,0,0,0,0,29,0,0,0,0,0,0,0,5,2,2,50.0
18,BAR-ATM,Robin Le Normand,24,ESP,CB,28,18,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
18,BAR-ATM,Jan Oblak,13,SVN,GK,31,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,1,0,23,34,67.6,0,19,0,0,0,657,457,7,7,100.0,8,8,100.0,8,19,42.1,0.0,0,0,0,0,0,19,15,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,38,39,0,0,0,118,73,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0.0
19,OSA-ATM,Julián Álvarez,19,ARG,FW,24,77,1,0,0,0,4,4,0,0,35,1,0,0,1.8,1.8,0.0,1,0,15,25,60.0,1,15,1,0,0,263,38,5,10,50.0,7,9,77.8,1,4,25.0,0.0,0,2,0,0,1,24,1,0,0,1,0,0,1,0,0,1,0,0,0,0.0,0,0,0,1,1,1,0,5,14,16,7,75,32,0,0,2,2,23,4,0,1,0,0,0,0,4,1,2,33.3
19,OSA-ATM,Ángel Correa,10,ARG,FW,29,13,0,0,0,0,1,1,0,0,9,0,0,0,0.2,0.2,0.0,2,0,5,6,83.3,1,5,1,0,0,66,16,2,2,100.0,2,2,100.0,0,1,0.0,0.0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,5,3,1,37,25,0,0,1,1,7,0,1,0,0,0,0,0,1,0,1,0.0
19,OSA-ATM,Antoine Griezmann,7,FRA,FW,33,90,0,0,0,0,1,0,0,0,56,3,0,0,0.2,0.2,0.2,3,1,38,49,77.6,3,31,0,0,0,594,194,18,21,85.7,11,15,73.3,4,6,66.7,0.2,1,2,2,2,3,44,5,0,0,0,4,1,3,1,0,2,1,1,3,33.3,2,0,0,3,1,0,1,10,25,22,4,88,42,0,0,2,0,45,3,2,3,0,0,0,0,6,2,0,100.0
19,OSA-ATM,Conor Gallagher,4,ENG,LM,24,45,0,0,0,0,0,0,0,0,21,1,0,0,0.0,0.0,0.0,0,0,16,16,100.0,1,11,0,2,0,177,66,13,13,100.0,2,2,100.0,0,0,0.0,0.0,0,2,0,0,1,15,1,0,0,0,0,1,0,1,0,1,0,0,2,0.0,2,0,0,1,0,0,0,5,12,4,0,58,11,0,0,1,1,15,1,1,3,0,0,0,0,2,1,1,50.0
19,OSA-ATM,Samuel Lino,12,BRA,LM,25,45,0,0,0,0,0,0,1,0,31,2,1,0,0.0,0.0,0.2,3,0,20,23,87.0,2,17,1,3,1,324,119,11,11,100.0,7,8,87.5,2,2,100.0,0.1,1,1,0,0,2,23,0,0,0,0,0,0,0,1,2,0,0,2,3,66.7,1,0,0,3,1,0,1,9,13,11,1,63,31,1,1,0,0,19,4,1,0,0,0,0,0,4,0,0,0.0
19,OSA-ATM,Pablo Barrios,8,ESP,CM,21,90,0,0,0,0,0,0,0,0,66,2,1,1,0.0,0.0,0.0,0,0,47,59,79.7,0,36,1,2,1,693,169,28,29,96.6,19,23,82.6,0,5,0.0,0.0,0,5,0,0,0,55,3,3,0,0,1,0,0,1,0,2,0,1,3,33.3,2,0,1,3,1,0,2,18,43,5,0,148,65,1,0,1,0,51,0,0,1,0,0,0,0,2,1,1,50.0
19,OSA-ATM,Rodrigo De Paul,5,ARG,CM,30,90,0,0,0,0,0,0,0,0,85,0,0,4,0.0,0.0,0.4,2,0,65,75,86.7,10,47,5,6,1,959,395,34,39,87.2,19,21,90.5,5,8,62.5,0.3,2,9,3,0,10,72,3,3,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,4,0,0,0,0,16,54,16,1,297,173,1,0,0,3,66,4,0,0,0,0,0,0,7,0,1,0.0
19,OSA-ATM,Giuliano Simeone,22,ARG,RM,22,72,0,0,0,0,1,0,1,0,33,1,0,2,0.2,0.2,0.7,3,0,22,25,88.0,1,16,2,1,0,265,62,16,16,100.0,5,6,83.3,0,0,0.0,0.2,1,0,1,0,1,24,1,0,0,0,0,1,0,1,1,0,0,1,2,50.0,1,0,2,1,0,0,0,8,14,11,4,96,68,1,2,3,1,27,5,1,1,1,0,0,0,2,0,1,0.0
19,OSA-ATM,Marcos Llorente,14,ESP,RM,29,18,0,0,0,0,1,0,0,0,21,0,0,0,0.2,0.2,0.0,0,0,15,18,83.3,2,13,1,0,0,253,44,5,6,83.3,6,7,85.7,3,3,100.0,0.0,0,1,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,8,5,8,1,62,27,1,0,1,0,16,2,0,1,0,0,0,0,1,0,0,0.0
19,OSA-ATM,Javi Galán,21,ESP,LB,30,90,0,0,0,0,0,0,0,0,58,0,0,0,0.0,0.0,0.0,1,0,37,46,80.4,2,27,2,2,2,532,128,20,22,90.9,14,16,87.5,2,4,50.0,0.0,0,1,0,0,2,37,9,2,0,0,2,7,0,0,0,0,0,0,0,0.0,0,0,0,0,5,0,6,23,23,13,0,165,111,2,0,4,0,33,3,1,0,0,0,0,0,4,1,2,33.3
19,OSA-ATM,Clément Lenglet,15,FRA,CB,29,90,0,1,0,0,0,0,0,0,84,2,1,1,0.0,0.0,0.7,1,1,66,76,86.8,3,60,1,0,0,1489,558,13,14,92.9,43,46,93.5,10,16,62.5,0.2,1,3,0,0,3,73,3,3,0,0,1,0,0,0,1,1,0,1,1,100.0,0,1,0,3,4,0,14,52,31,2,1,263,164,1,0,0,0,64,0,0,3,0,0,0,0,2,1,3,25.0
19,OSA-ATM,Robin Le Normand,24,ESP,CB,28,90,0,0,0,0,0,0,0,0,72,0,0,0,0.0,0.0,0.0,0,0,59,64,92.2,1,47,1,0,0,965,252,24,24,100.0,35,36,97.2,0,4,0.0,0.0,0,0,0,0,1,62,2,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,8,0,9,43,29,0,0,205,137,0,0,0,0,57,0,1,0,0,0,0,0,2,3,1,75.0
19,OSA-ATM,Nahuel Molina,16,ARG,RB,26,90,0,0,0,0,1,0,0,0,89,3,1,2,0.0,0.0,0.0,1,0,66,77,85.7,2,48,1,1,0,1001,384,38,42,90.5,25,28,89.3,3,5,60.0,0.2,0,0,0,0,2,68,9,1,0,1,3,8,0,1,1,1,1,2,2,100.0,0,0,2,4,2,0,1,27,44,18,3,220,141,3,1,1,0,62,3,0,1,0,0,0,0,5,0,1,0.0
19,OSA-ATM,Jan Oblak,13,SVN,GK,32,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,0,0,31,37,83.8,0,21,0,0,0,728,356,4,4,100.0,20,20,100.0,7,13,53.8,0.0,0,0,0,0,0,27,10,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,35,37,0,0,0,92,67,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,100.0
20,LEG-ATM,Julián Álvarez,19,ARG,FW,24,90,0,0,0,0,2,0,0,0,55,2,0,1,0.4,0.4,0.2,5,0,36,46,78.3,4,36,2,2,2,515,63,23,25,92.0,9,11,81.8,2,4,50.0,0.2,2,2,1,0,4,44,2,0,1,0,3,0,0,1,0,2,0,0,0,0.0,0,0,1,2,0,0,0,1,24,31,2,150,68,2,0,4,3,48,7,1,0,0,0,0,0,1,0,2,0.0
20,LEG-ATM,Antoine Griezmann,7,FRA,FW,33,90,0,0,0,1,3,1,0,0,66,2,0,0,1.2,0.4,0.1,6,0,41,61,67.2,5,30,2,0,0,619,128,25,30,83.3,10,14,71.4,4,12,33.3,0.2,2,2,3,1,5,52,9,2,0,0,14,0,7,1,1,1,0,0,1,0.0,1,0,0,2,0,0,1,3,15,49,8,115,58,2,0,1,0,50,8,0,1,1,0,0,0,2,0,0,0.0
20,LEG-ATM,Conor Gallagher,4,ENG,LM,24,45,0,0,0,0,1,0,0,0,25,0,1,0,0.0,0.0,0.0,0,0,20,21,95.2,1,14,0,1,0,241,37,12,12,100.0,7,8,87.5,0,0,0.0,0.0,0,2,0,0,1,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,1,11,13,2,45,12,0,0,0,0,20,2,1,3,1,0,0,0,4,0,0,0.0
20,LEG-ATM,Samuel Lino,12,BRA,LB,25,45,0,0,0,0,1,0,0,0,43,0,0,0,0.0,0.0,0.0,1,0,33,40,82.5,4,32,8,2,2,490,51,19,21,90.5,12,13,92.3,2,3,66.7,0.0,0,1,0,0,4,37,3,0,0,0,3,3,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,5,6,32,3,300,214,7,2,0,0,38,10,0,2,0,0,0,0,0,0,0,0.0
20,LEG-ATM,Pablo Barrios,8,ESP,CM,21,59,0,0,0,0,2,1,1,0,60,1,0,1,0.1,0.1,0.0,1,0,48,51,94.1,5,37,0,1,0,763,266,25,25,100.0,19,19,100.0,2,4,50.0,0.0,0,4,1,0,5,50,1,1,0,0,0,0,0,0,1,0,0,1,1,100.0,0,0,1,1,2,0,3,10,43,7,1,175,108,1,0,0,0,48,0,1,2,0,0,0,0,2,2,1,66.7
20,LEG-ATM,Koke,6,ESP,CM,33,31,0,0,0,0,0,0,0,0,49,0,0,0,0.0,0.0,0.0,0,0,48,50,96.0,10,29,1,0,0,721,197,25,27,92.6,19,19,100.0,2,2,100.0,0.0,0,6,0,0,10,46,4,3,0,0,0,1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,8,21,20,0,145,97,1,0,0,0,38,1,0,2,0,0,0,0,2,0,0,0.0
20,LEG-ATM,Rodrigo De Paul,5,ARG,CM,30,90,0,0,0,0,3,0,0,0,124,2,0,1,0.1,0.1,0.1,8,0,103,118,87.3,17,86,5,0,0,2031,573,37,39,94.9,48,53,90.6,17,24,70.8,0.1,2,15,3,0,17,113,5,3,0,4,2,2,0,1,1,0,1,1,2,50.0,1,1,0,2,0,0,2,24,66,34,1,458,270,1,0,0,0,101,4,0,0,0,0,0,0,3,0,1,0.0
20,LEG-ATM,Giuliano Simeone,22,ARG,RM,22,64,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.2,2,0,25,30,83.3,3,19,1,1,1,293,119,16,17,94.1,8,9,88.9,0,0,0.0,0.3,1,1,3,1,3,29,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,0,9,14,14,4,70,37,1,0,4,0,25,7,0,2,0,0,0,0,7,0,1,0.0
